Index,Tweets
218,"RT @AlisonKMurray: If you really want to know the facts, @mdouganlpool is one of the best accounts to follow.  

1. Get and spread the fact…"
219,"RT @sen_j59: You have to admit, Johnson, Cummings et al, did a great job of spouting propaganda ( all untrue) to win the #Brexit referendum"
220,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
221,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
222,RT @Seachranaidhe: ECHR is major key element of the Good Friday Agreement/Belfast Agreement and cannot be renegotiated. The majority of cit…
223,"RT @LeeSaunders72: @GOV2UK Because this country is a mess after 13yrs of Tory failure. #Brexit 

#GeneralElectionNow #ToriesOut229 
https:/…"
224,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
225,RT @GabeFin: Speculation abounds that #Sunak faced with #BorisTheLiar attempting a comeback on the Orange card (DUP) and their looney #Brex…
226,@DeborahMeaden Go to Aldi no issues and you will be supporting British Farmers plus less impact on CO2 emissions. T… https://t.co/49xKMzZz4Z
227,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
228,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
229,RT @aw_dem: Report in the @guardian on how the NFU is warning that #Brexit is leading to the import of unsafe food at https://t.co/Ed0JMezx…
230,"RT @AlisonGeorge10: Just watched this @C4Dispatches documentary 👇🏼… I urge you to do the same.

Then ask yourself what possible explanation…"
231,UK Foreign Sec. Cleverly To Address Tory Backbenchers On #Brexit Deal Tomorrow
232,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
233,"RT @JoJoWildBlonde: Anyway, we will always have #Brexit to talk about 'cos sovrinty innit? 
#BrexitBritain #BrexitBullShit #BrexitReality…"
234,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
235,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
236,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
237,😐 #Brexit #Yorkshire https://t.co/90UMtfKK5T
238,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
239,@Eloisebaily @edwinhayward @Jim_Cornelius I miss those great market stalls. The ones piled high with fruit and veg.… https://t.co/3vgvFgFVUO
240,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
241,Check out today's #business #news https://t.co/0yLcBnnGla #brexit #wef23
242,RT @madameshawshank: « #CambridgeAnalytica—the company involved in social media ops to promote #Brexit and #Trump’s 2016 presidential run—w…
243,"RT @BrexitPirates: There are many, many downsides to #Brexit, and Brits (only Brits, really) are suffering daily from them.
But... it's rea…"
244,"RT @CourierBoyUK: The Cost of #Brexit
What we could’ve had

#ToriesOut229 #GeneralElectionNow https://t.co/e2GfPdIMUY"
245,I thought #Boris got #Brexit done but we're still sorting it out. Its almost like they had no idea what they were t… https://t.co/ocgzHTuTIG
246,"@Awangmusings @ConorBurnsUK @RishiSunak Very happy about #Brexit .
Ta ."
247,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
248,"What has happened to the UK over the past few years is terrifying. As standards are eroded and low quality, dubious… https://t.co/JVLne16OB8"
249,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
250,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
251,"RT @jakkibak: Hurra #Brexit
What was that about 'less red tape'?

#BrexitReality #BrexitBritain"
252,"RT @geoffh33: On the left #BrexitBritain 

On the right EU

Tell me again about ‘droughts’ in Europe affecting supplies to Britain.

#Boris…"
253,@MHartleyJones #Farmers should've thought harder before voting #Brexit. I was stunned so many rural areas voted to… https://t.co/9PMXn9ogfb
254,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
255,"RT @winding_sios: The EU Single Market is 30 years old.

The Good Friday Agreement is 25 years old.

One piggybacked off the other to elimi…"
256,"RT @Gordonross45: The British public were lied to by Tory extremists prior to the #Brexit referendum, that’s not democracy. https://t.co/s1…"
257,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
258,"RT @CourierBoyUK: The Cost of #Brexit
What we could’ve had

#ToriesOut229 #GeneralElectionNow https://t.co/e2GfPdIMUY"
259,RT @aw_dem: Report in the @guardian on how the NFU is warning that #Brexit is leading to the import of unsafe food at https://t.co/Ed0JMezx…
260,"RT @LizWebsterLD: Things are about to get a lot worse for food supply in Britain. 

It’s tomatoes and cucumbers now. Potatoes likely will b…"
261,"RT @RestoreHope_20: #Brexit is costing the #UK economy £100 billion a year... https://t.co/FAbVB6mBRN
#ToryBrexitDisaster #ToryFascistDicta…"
262,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
263,"@ourkid8 @bennn435 @CarolineVoaden @Martha4Chippen1 @crumblex @Morrisons Oh, tomorrow I'll send you the pictures of… https://t.co/P5J5DkKLyS"
264,"Anyway, we will always have #Brexit to talk about 'cos sovrinty innit? 
#BrexitBritain #BrexitBullShit… https://t.co/m8vxyvWuKD"
265,"RT @brexitleo: 🚨 @NicholasTyrone 

Ballot papers will always be stronger than bullets, bullies, ‘journalists’ and polls. 🙌

#EU REVOIR 

#B…"
266,"RT @LeeSaunders72: @GOV2UK Because this country is a mess after 13yrs of Tory failure. #Brexit 

#GeneralElectionNow #ToriesOut229 
https:/…"
267,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
268,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
269,"RT @Penyrheolgerrig: Tesco and Sainsbury’s shoppers in London find shelves empty as supermarkets explain why there are no tomatoes, cucumbe…"
270,RT @vanmaneuro: If you want to find endless fresh food with  multiple choices of each product I highly recommend a trip to … the European m…
271,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
272,RT @Anna_Soubry: Apart from #Guardian there’s a pitiful failure of the media to investigate the Conservative Democratic Organisation (sic)…
273,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
274,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
275,@johnredwood 🤡! It's #Brexit that stands in the way of upholding the #GFA
276,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
277,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
278,"RT @UKIP: We stand for square behind Northern Ireland. We demand #Brexit, not BRINO. We say no to foreign courts, foreign judges, foreign r…"
279,"RT @brexitleo: Sorry to interfere again @BestForBritain 

The number of people in payrolled employment is now over two million more than at…"
280,RT @LauraPh222: And again. Another sadly necessary thread. #Brexit for (disingenuous) dummy…
281,"RT @geoffh33: On the left #BrexitBritain 

On the right EU

Tell me again about ‘droughts’ in Europe affecting supplies to Britain.

#Boris…"
282,@BBCNews Guess that’s a #brexit win then…
283,@Muqadaam ‘Today not a single one of them is an MP.’ - Now there’s a #Brexit benefit 😀
284,"Sorry to interfere again @BestForBritain 

The number of people in payrolled employment is now over two million mor… https://t.co/3EmamuQKEz"
285,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
286,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
287,"RT @calevroyianni: @kelvmackenzie Why in the teeth of #brexit EU staff leaving did our gov restrict uni medic places, remove nurses bursari…"
288,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
289,"@BestForBritain Sorry to interfere again @BestForBritain 

The number of people in payrolled employment is now over… https://t.co/uQ7f28ofSk"
290,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
291,RT @GabeFin: Speculation abounds that #Sunak faced with #BorisTheLiar attempting a comeback on the Orange card (DUP) and their looney #Brex…
292,"RT @BlueVotesMatter: @Saccaguru “That is how it works here”

“Go back to your country!”

“Keep Calm &amp; Pay Your Taxes, you Nasty Peasant!”…"
293,"RT @MrMickNL: I've just been to our local Albert Heijn supermarket, the beef tomatoes &amp; golden kiwis seem popular. 🇳🇱🇪🇺 It's not supply iss…"
294,RT @BenPBradshaw: .⁦@the_brc⁩ you are quoted in this piece blaming the shortage of tomatoes &amp; other fresh Mediterranean veg on bad weather…
295,"RT @OrdinaryWalks: Is ""poor weather"" another name for #Brexit? @BBCNews must think we are all thick.  https://t.co/cgAI9XTUgB"
296,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
297,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
298,RT @BrexitFails: #brexit #brexitreality
299,"RT @LizWebsterLD: World beating #Brexit Britain becomes world’s worst performing economy.

“The hole left by Brexit is very very large inde…"
300,"RT @brexitleo: 🚨 Sorry to interfere @BestForBritain

The Coal and Steel Community (1952), the Rome Treaty (1957), the EEC, European Union (…"
301,RT @aw_dem: Report in the @guardian on how the NFU is warning that #Brexit is leading to the import of unsafe food at https://t.co/Ed0JMezx…
302,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
303,"RT @jemmaforte: 100 Tory MPs are threatening to rebel over #NIProtocol 

While junior doctors are voting to strike. 

Food banks struggle.…"
304,"RT @MFWitches: The British still don’t seem to understand it was Rupert Murdoch who caused #Brexit and who benefits from it most.

They’re…"
305,"RT @chappersbrum: Leaving the single market in action, folks. Not Tesco's fault.  Unless the Johnson, #ERG and #DUP hard #Brexit is thrown…"
306,"RT @Discorus: ""Post Brexit you'll see your food bills go down"" Yeah, because there's nothing on the shelves you fucking spanners. #Remoaner…"
307,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
308,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
309,"RT @UxbEconomist07: How thoroughly depressing to see #LizTruss + Boris on the backbenches, Whilst Tory Wets enabled; Sunak + Hunt,Tax our n…"
310,"RT @LeeSaunders72: @GOV2UK Because this country is a mess after 13yrs of Tory failure. #Brexit 

#GeneralElectionNow #ToriesOut229 
https:/…"
311,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
312,"RT @UxbEconomist07: How thoroughly depressing to see #LizTruss + Boris on the backbenches, Whilst Tory Wets enabled; Sunak + Hunt,Tax our n…"
313,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
